id,term,reading,meaning_en,meaning_vi,example_jp,section,created_at
d6c393c3-5ac5-4660-b12f-d812644889a5,〜を禁じ得ない,〜をきんじえない,cannot hold back (emotion),không thể kìm nén được,感動（かんどう）を禁（きん）じ得（え）なかった。,phrase,2025-07-01 02:33:29.902374+00
d7b3e531-f4f6-4a18-82d3-269e32588154,〜に応じて,〜におうじて,depending on ~,ứng với; theo ~,収入（しゅうにゅう）に応（おう）じて生活（せいかつ）も変（か）わる。,phrase,2025-07-01 02:33:29.902374+00
d7cc3031-21df-4edc-b00d-c054fb2a065a,歩,ある,to walk,đi bộ,道を歩く。,kanji,2025-07-01 02:33:29.902374+00
d83c3da5-3716-483a-88ca-da599dbb46f6,築,ちく,construct,xây dựng,信頼関係を築く。,kanji,2025-07-01 02:33:29.902374+00
d9e1add1-3be5-436d-8ae7-a580c6dd78bb,〜恐れがある,〜おそれがある,there is a fear that ~,có nguy cơ ~,地震（じしん）が起（お）こる恐（おそ）れがある。,phrase,2025-07-01 02:33:29.902374+00
da9909e6-406f-4a94-bb0e-8076834ce248,劇,げき,drama; play,vở kịch; kịch,演劇を見る。,kanji,2025-07-01 02:33:29.902374+00
dada8bb3-1055-4a63-bb40-5074cd336b27,〜たとたんに,〜たとたんに,just as; the moment ~,ngay khi ~,家（いえ）を出（で）たとたんに雨（あめ）が降（ふ）り出（だ）した。,phrase,2025-07-01 02:33:29.902374+00
db771fee-4f90-4877-a56f-10ee33f77c00,〜において,〜において,in; at; on (formal),tại; trong (trang trọng),会議（かいぎ）は東京（とうきょう）において行（おこな）われる。,phrase,2025-07-01 02:33:29.902374+00
dbb186e2-d304-4c50-b2a0-92a5e588cc26,〜を限りに,〜をかぎりに,starting from; as of (last),từ ~; đến ~ là hết,今日（きょう）を限（かぎ）りに禁煙（きんえん）します。,phrase,2025-07-01 02:33:29.902374+00
dc0623dd-611f-478b-96ba-c81a46aee960,〜だけに,〜だけに,because ~; being that ~,chính vì ~ nên càng ~,彼（かれ）は努力家（どりょくか）だけに、結果（けっか）に落胆（らくたん）している。,phrase,2025-07-01 02:33:29.902374+00
dc1bdb5c-5f38-46ff-b105-27ec9a814034,務,つと,duty; work,nhiệm vụ; công việc,責任を務める。,kanji,2025-07-01 02:33:29.902374+00
dc5fbaf0-22b4-4183-a3a2-5ba16aebb571,誌,し,magazine; journal,tạp chí,雑誌を読む。,kanji,2025-07-01 02:33:29.902374+00
de81b4e7-1d36-48ee-8c43-6c937b4a1978,試,し,test; try,thử; kiểm tra,新しい方法を試す。,kanji,2025-07-01 02:33:29.902374+00
dea6628e-6f34-44eb-ac10-42e94554d4e9,迅速,じんそく,swift; rapid,nhanh chóng; khẩn trương,迅速な対応をお願いします。,word,2025-07-01 02:07:53.993451+00
df717a08-e386-4b56-884e-aa0cb1ea7e9e,車,くるま,car,xe,車を運転する。,kanji,2025-07-01 02:33:29.902374+00
e1eec98f-08f6-4dc6-8782-c68565d966a0,圧力,あつりょく,pressure; stress,áp lực,社会からの圧力がある。,word,2025-07-01 02:33:29.902374+00
e216a6b5-16ff-493b-8585-23b195950630,異なる,ことなる,to differ; to vary,khác nhau,彼の考えは私と異なる。,word,2025-07-01 02:33:29.902374+00
e2c872bb-1934-4f9c-baee-0a714373874a,欲,よく,desire; greed,ham muốn,欲を抑える。,kanji,2025-07-01 02:33:29.902374+00
e3451cbb-8356-4ceb-96d2-e96ba122af13,〜というより,〜というより,rather than ~,nói đúng hơn là ~,彼（かれ）は天才（てんさい）というより努力家（どりょくか）だ。,phrase,2025-07-01 02:33:29.902374+00
e437f6e2-3941-4f65-8c50-1f599a9afe75,話,はなし,story; talk,câu chuyện; nói chuyện,楽しい話を聞いた。,kanji,2025-07-01 02:33:29.902374+00
e4b9fe53-b65f-40f7-b445-3ce89d75f76d,〜どころではない,〜どころではない,this is not the time for ~,không phải lúc để ~,遊（あそ）びに行（い）くどころではない。,phrase,2025-07-01 02:33:29.902374+00
e6f6fd53-3de7-4ff9-ab99-970051b8af68,時,とき,time,thời gian,いい時を過ごした。,kanji,2025-07-01 02:33:29.902374+00
e74b1490-4332-4b05-bb4b-e18925aa18c3,況,きょう,situation; state,tình trạng,不況が続いている。,kanji,2025-07-01 02:33:29.902374+00
e750d2ff-8e6a-4752-97af-0be871471276,〜際に,〜さいに,on the occasion of; when,vào lúc; khi,出発（しゅっぱつ）の際（さい）にパスポートを忘（わす）れないでください。,phrase,2025-07-01 02:33:29.902374+00
e763c12a-29d8-46d5-8013-6e6913447adb,展,てん,develop; expand,phát triển; mở rộng,海外に展開する。,kanji,2025-07-01 02:33:29.902374+00
e81afb3d-2dff-42a6-a6ac-1186fb3deb0d,回避,かいひ,avoidance; evasion,tránh né,責任を回避する。,word,2025-07-01 02:33:29.902374+00
e876a106-119d-497e-a725-8fbe3b1d22f5,〜が最後,〜がさいご,"once ~ happens, then (no turning back)",một khi đã ~ thì,やり始（はじ）めたが最後（さいご）、止（と）められない。,phrase,2025-07-01 02:33:29.902374+00
ea6cc54a-438f-4f9d-b385-87efc35a7cb9,識,しき,knowledge; awareness,nhận thức; hiểu biết,常識を身につける。,kanji,2025-07-01 02:33:29.902374+00
eab9c78b-6d66-46ce-baed-9a6d42b427d0,均衡,きんこう,balance; equilibrium,cân bằng,均衡の取れた食事。,word,2025-07-01 02:33:29.902374+00
eafd082a-c1aa-4935-a947-ca3247912edf,分析,ぶんせき,analysis,phân tích,データを分析する。,word,2025-07-01 02:33:29.902374+00
eb227f4f-667d-4d10-b7cd-5a7880c9f4ff,〜とはいえ,〜とはいえ,having said that; nonetheless,dù nói là vậy nhưng ~,冬（ふゆ）とはいえ、暖（あたた）かい日（ひ）もある。,phrase,2025-07-01 02:33:29.902374+00
ec00711b-50e1-4497-84c2-3415816315e8,複雑,ふくざつ,complex; complicated,phức tạp,この問題は非常に複雑だ。,word,2025-07-01 02:07:53.993451+00
ec360362-b0ac-4463-9758-2f8b9209a50d,扱う,あつかう,handle; treat,xử lý; đối xử,彼を特別に扱う。,word,2025-07-01 02:33:29.902374+00
ece76641-4229-4315-bef4-ba7727fa61a8,名,な,name,tên,名前を書く。,kanji,2025-07-01 02:33:29.902374+00
eeb8d746-5eaf-47a8-a6ff-3bb3ae00215e,〜に沿って,〜にそって,along with; in line with,theo sát; dựa theo,マニュアルに沿（そ）って操作（そうさ）してください。,phrase,2025-07-01 02:33:29.902374+00
eee1e2a7-e020-4849-b257-3e9a5dface4e,製,せい,manufacture,chế tạo; sản xuất,日本製の車。,kanji,2025-07-01 02:33:29.902374+00
ef74e895-8805-4e95-bd28-4928e979a0e5,再三,さいさん,repeatedly,nhiều lần,再三注意された。,word,2025-07-01 02:33:29.902374+00
ef8bd0a9-5b0c-4823-b821-e53aea103f3b,住,す,to live,sống,東京に住んでいる。,kanji,2025-07-01 02:33:29.902374+00
f31b6d9e-ddcb-48ae-bc89-7e7feb47521f,潜在,せんざい,potential; latent,tiềm ẩn; tiềm tàng,潜在能力を発揮する。,word,2025-07-01 02:07:53.993451+00
f36d3557-eb27-4904-9111-bc6d6e4bd28f,録,ろく,record,ghi âm; ghi lại,会話を録音する。,kanji,2025-07-01 02:33:29.902374+00
f3fb31d4-2e2b-4a41-99bd-f772a61f1608,〜をよそに,〜をよそに,ignoring ~; disregarding ~,mặc kệ ~; bất chấp ~,親（おや）の心配（しんぱい）をよそに出（で）かけてしまった。,phrase,2025-07-01 02:33:29.902374+00
f44c8366-6a79-4a6f-8a05-2523eeaac9e8,資,し,resources; capital,tài nguyên; vốn,資源を守る。,kanji,2025-07-01 02:33:29.902374+00
f51ff3c3-6474-44b4-9964-4a16c8c097b2,覚,おぼ,to remember,ghi nhớ,単語を覚える。,kanji,2025-07-01 02:33:29.902374+00
f6158e58-f8c1-4990-811d-4a32832d880e,善,ぜん,goodness; virtue,thiện; tốt,善と悪。,kanji,2025-07-01 02:33:29.902374+00
f6454b33-c39b-49f6-939a-96e8889826c4,承,しょう,accept; agree,chấp nhận; thừa nhận,依頼を承る。,kanji,2025-07-01 02:33:29.902374+00
f69c024b-17e5-4d7e-ab8a-2255b53fe53f,続,つづ,to continue,tiếp tục,仕事を続ける。,kanji,2025-07-01 02:33:29.902374+00
f6b9547a-4694-4df7-88a4-0eec14c3b061,目安,めやす,standard; guideline,tiêu chuẩn; ước chừng,時間の目安は1時間です。,word,2025-07-01 02:33:29.902374+00
f7d88bcd-75d6-433d-bee4-f764871bbe16,措置,そち,measure; step,biện pháp,適切な措置を取る。,word,2025-07-01 02:33:29.902374+00
f87c0306-1468-44aa-8eb7-421adc0f41f5,望,のぞ,hope; desire,mong muốn,成功を望む。,kanji,2025-07-01 02:33:29.902374+00
faa2e798-6875-4c14-8f1a-6d6560c265bd,蓄積,ちくせき,accumulation,tích lũy,疲労が蓄積する。,word,2025-07-01 02:33:29.902374+00
fafc435f-9667-4daa-8d02-d8d60478719b,応じる,おうじる,to respond; comply,ứng theo; đáp ứng,要求に応じる。,word,2025-07-01 02:33:29.902374+00
fb9f6c3b-23f6-4a0a-909b-6b84df484962,我慢,がまん,patience; endurance,chịu đựng; nhẫn nhịn,痛みを我慢する。,word,2025-07-01 02:33:29.902374+00
fde60431-5aff-4409-8b1e-a3fd2ae28521,主体,しゅたい,main agent; core,chủ thể; trung tâm,学生主体のイベント。,word,2025-07-01 02:33:29.902374+00
fe3dceea-2d6c-4612-850c-9402588da000,〜ことだし,〜ことだし,since; considering that,vì ~ nên,雨（あめ）も降（ふ）っていることだし、今日は家（いえ）にいよう。,phrase,2025-07-01 02:33:29.902374+00
fe449249-4634-497d-a645-136d38b57316,断,だん,refuse; cut off,từ chối; cắt đứt,関係を断つ。,kanji,2025-07-01 02:33:29.902374+00
fe5053d3-4d56-4bc2-9a0a-b0a0583f1bd9,接触,せっしょく,contact; touch,tiếp xúc,感染者と接触した。,word,2025-07-01 02:33:29.902374+00
fe8140d5-f25e-44a8-812b-16da0d01a6f6,継続,けいぞく,continuation; continuance,tiếp tục; duy trì,努力の継続が成功の鍵だ。,word,2025-07-01 02:07:53.993451+00
ff84fc68-b9e9-41dc-b66d-a128f4b5e73e,例,れい,example,ví dụ,例を挙げる。,kanji,2025-07-01 02:33:29.902374+00
